path,relative_path,status,action,container,video_codec,audio_codec,duration,size_mb,reason,repaired_path,backup_path,error
C:\X1_Share\Recordings\Movies\Now You See Me - Now You Don't (2025) [425274]\Now You See Me - Now You Don't (2025).mp4,Movies/Now You See Me - Now You Don't (2025) [425274]/Now You See Me - Now You Don't (2025).mp4,ok,none,mpegts,h264,aac,49.0,22.2,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\Movies\The Devil Wears Prada 2 (2026) [1314481]\The Devil Wears Prada 2 (2026).mp4,Movies/The Devil Wears Prada 2 (2026) [1314481]/The Devil Wears Prada 2 (2026).mp4,ok,none,mpegts,h264,aac,6729.166666,2142.2,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E14 - Aide.mp4,TV/Abbott Elementary [125935]/Season 05/Abbott Elementary - S05E14 - Aide.mp4,repaired,repaired,png_pipe,png,,0.0,219.1,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E14 - Aide.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E14 - Aide.mp4,
C:\X1_Share\Recordings\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E15 - Safety Day.mp4,TV/Abbott Elementary [125935]/Season 05/Abbott Elementary - S05E15 - Safety Day.mp4,repaired,repaired,png_pipe,png,,0.0,193.2,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E15 - Safety Day.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E15 - Safety Day.mp4,
C:\X1_Share\Recordings\TV\Abbott Elementary [125935]\Season 05\Abbott Elementary - S05E17 - No Homework.mp4,TV/Abbott Elementary [125935]/Season 05/Abbott Elementary - S05E17 - No Homework.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1293.3754,356.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Allegiance [240936]\Season 01\Allegiance - S01E06 - Safe Harbours.mp4,TV/Allegiance [240936]/Season 01/Allegiance - S01E06 - Safe Harbours.mp4,repaired,repaired,png_pipe,png,,0.0,245.1,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Allegiance [240936]\Season 01\Allegiance - S01E06 - Safe Harbours.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Allegiance [240936]\Season 01\Allegiance - S01E06 - Safe Harbours.mp4,
C:\X1_Share\Recordings\TV\Allegiance [240936]\Season 03\Allegiance - S03E08 - Runaway Train.mp4,TV/Allegiance [240936]/Season 03/Allegiance - S03E08 - Runaway Train.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2627.059229,464.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Best Medicine [291084]\Season 01\Best Medicine - S01E11 - Mind Your Own Buboes.mp4,TV/Best Medicine [291084]/Season 01/Best Medicine - S01E11 - Mind Your Own Buboes.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2609.086984,528.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 02\Canada's Drag Race - S02E01 - Episode 01.ts,TV/Canada's Drag Race [94038]/Season 02/Canada's Drag Race - S02E01 - Episode 01.ts,repaired,repaired,mpegts,h264,aac,4515.476267,1145.2,not mp4 container,C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 02\Canada's Drag Race - S02E01 - Episode 01.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Canada's Drag Race [94038]\Season 02\Canada's Drag Race - S02E01 - Episode 01.ts,
C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 02\Canada's Drag Race - S02E05 - Episode 05.mp4,TV/Canada's Drag Race [94038]/Season 02/Canada's Drag Race - S02E05 - Episode 05.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3561.861179,840.1,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 06 - Season 6\Canada's Drag Race - S06E09 - Pop Queens of the North.ts,TV/Canada's Drag Race [94038]/Season 06 - Season 6/Canada's Drag Race - S06E09 - Pop Queens of the North.ts,repaired,repaired,mpegts,h264,aac,3917.496822,971.1,not mp4 container,C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 06 - Season 6\Canada's Drag Race - S06E09 - Pop Queens of the North.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Canada's Drag Race [94038]\Season 06 - Season 6\Canada's Drag Race - S06E09 - Pop Queens of the North.ts,
C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 20\Canada's Drag Race - S20E26 - Episode 26.ts,TV/Canada's Drag Race [94038]/Season 20/Canada's Drag Race - S20E26 - Episode 26.ts,repaired,repaired,mpegts,h264,aac,2681.5293,641.4,not mp4 container,C:\X1_Share\Recordings\TV\Canada's Drag Race [94038]\Season 20\Canada's Drag Race - S20E26 - Episode 26.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Canada's Drag Race [94038]\Season 20\Canada's Drag Race - S20E26 - Episode 26.ts,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E01 - Directed Energy.mp4,TV/CIA [289560]/Season 01/CIA - S01E01 - Directed Energy.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2580.43356,474.1,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E02 - Fatal Defect.mp4,TV/CIA [289560]/Season 01/CIA - S01E02 - Fatal Defect.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2588.467664,488.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E03 - Bridge of Lies.mp4,TV/CIA [289560]/Season 01/CIA - S01E03 - Bridge of Lies.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2242.035714,344.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E04 - Forced Labor.mp4,TV/CIA [289560]/Season 01/CIA - S01E04 - Forced Labor.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2353.156644,447.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E05 - Deep Cover.mp4,TV/CIA [289560]/Season 01/CIA - S01E05 - Deep Cover.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2493.869569,611.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E06 - Pledge of Allegiance.mp4,TV/CIA [289560]/Season 01/CIA - S01E06 - Pledge of Allegiance.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2517.931656,145.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E07 - Elimination Game.mp4,TV/CIA [289560]/Season 01/CIA - S01E07 - Elimination Game.mp4,repaired,repaired,png_pipe,png,,0.0,294.5,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E07 - Elimination Game.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\CIA [289560]\Season 01\CIA - S01E07 - Elimination Game.mp4,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E08 - Orbital.mp4,TV/CIA [289560]/Season 01/CIA - S01E08 - Orbital.mp4,repaired,repaired,png_pipe,png,,0.0,271.0,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E08 - Orbital.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\CIA [289560]\Season 01\CIA - S01E08 - Orbital.mp4,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E09 - Blood Money.mp4,TV/CIA [289560]/Season 01/CIA - S01E09 - Blood Money.mp4,repaired,repaired,png_pipe,png,,0.0,270.4,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E09 - Blood Money.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\CIA [289560]\Season 01\CIA - S01E09 - Blood Money.mp4,
C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E10 - Rare Earth.mp4,TV/CIA [289560]/Season 01/CIA - S01E10 - Rare Earth.mp4,repaired,repaired,png_pipe,png,,0.0,321.7,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\CIA [289560]\Season 01\CIA - S01E10 - Rare Earth.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\CIA [289560]\Season 01\CIA - S01E10 - Rare Earth.mp4,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E01 - The Human Enigma.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E01 - The Human Enigma.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2515.928526,419.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E02 - Spies Appear in Night Time.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E02 - Spies Appear in Night Time.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2401.527937,553.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E03 - Infinite Shadows.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E03 - Infinite Shadows.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2573.839093,401.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E04 - Tell Her Everything.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E04 - Tell Her Everything.mp4,ok,none,mpegts,h264,aac,2359.7511,315.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E05 - Time Renders Us Enemies.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E05 - Time Renders Us Enemies.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2330.470726,333.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Citadel [114922]\Season 01\Citadel - S01E06 - Secrets in Night Need Early Rains.mp4,TV/Citadel [114922]/Season 01/Citadel - S01E06 - Secrets in Night Need Early Rains.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2968.926621,402.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E01 - Bradford - Night 1 - Kulvir.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E01 - Bradford - Night 1 - Kulvir.mp4,ok,none,mpegts,h264,aac,1375.56,221.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E02 - Bradford - Night 2 - Jason.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E02 - Bradford - Night 2 - Jason.mp4,ok,none,mpegts,h264,aac,1367.0,202.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E03 - Bradford - Night 3 - Gaby.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E03 - Bradford - Night 3 - Gaby.mp4,ok,none,mpegts,h264,aac,1367.64,192.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E04 - Bradford - Night 4 - Akili.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E04 - Bradford - Night 4 - Akili.mp4,ok,none,mpegts,h264,aac,1371.56,185.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E05 - Bradford - Night 5 - Tom.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E05 - Bradford - Night 5 - Tom.mp4,ok,none,mpegts,h264,aac,1378.96,210.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E06 - South Wales - Night 1 - Claire.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E06 - South Wales - Night 1 - Claire.mp4,ok,none,mpegts,h264,aac,1367.56,218.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E07 - South Wales - Night 2 - Richard.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E07 - South Wales - Night 2 - Richard.mp4,ok,none,mpegts,h264,aac,1366.32,196.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Come Dine with Me [2637]\Season 2026 - 2026\Come Dine with Me - S2026E08 - South Wales - Night 3 - Daffyd.mp4,TV/Come Dine with Me [2637]/Season 2026 - 2026/Come Dine with Me - S2026E08 - South Wales - Night 3 - Daffyd.mp4,ok,none,mpegts,h264,aac,1374.52,201.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Detective Hole [249597]\Season 01\Detective Hole - S01E01 - 36 Seconds.mp4,TV/Detective Hole [249597]/Season 01/Detective Hole - S01E01 - 36 Seconds.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3724.736145,792.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E04 - This Way Gone.mp4,TV/FROM [124364]/Season 02/FROM - S02E04 - This Way Gone.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2868.500317,477.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E05 - Lullaby.mp4,TV/FROM [124364]/Season 02/FROM - S02E05 - Lullaby.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2471.021134,458.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E06 - Pas de Deux.mp4,TV/FROM [124364]/Season 02/FROM - S02E06 - Pas de Deux.mp4,ok,none,mpegts,h264,aac,2930.6369,483.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E07 - Belly of the Beast.mp4,TV/FROM [124364]/Season 02/FROM - S02E07 - Belly of the Beast.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2934.700408,350.2,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E08 - Forest for the Trees.mp4,TV/FROM [124364]/Season 02/FROM - S02E08 - Forest for the Trees.mp4,ok,none,mpegts,h264,aac,2729.064478,353.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 02\FROM - S02E09 - Ball of Magic Fire.mp4,TV/FROM [124364]/Season 02/FROM - S02E09 - Ball of Magic Fire.mp4,ok,none,mpegts,h264,aac,2788.762978,273.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 03\FROM - S03E07 - These Fragile Lives.mp4,TV/FROM [124364]/Season 03/FROM - S03E07 - These Fragile Lives.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1107.493356,213.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 03\FROM - S03E08 - Thresholds.mp4,TV/FROM [124364]/Season 03/FROM - S03E08 - Thresholds.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3020.103401,696.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 03\FROM - S03E10 - Revelations - Chapter Two.mp4,TV/FROM [124364]/Season 03/FROM - S03E10 - Revelations - Chapter Two.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,4408.49415,909.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 04\FROM - S04E02 - Fray.mp4,TV/FROM [124364]/Season 04/FROM - S04E02 - Fray.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,600.603447,96.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 04\FROM - S04E03 - Merrily We Go.mp4,TV/FROM [124364]/Season 04/FROM - S04E03 - Merrily We Go.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1146.121814,234.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\FROM [124364]\Season 04\FROM - S04E04 - Of Myths and Monsters.mp4,TV/FROM [124364]/Season 04/FROM - S04E04 - Of Myths and Monsters.mp4,repaired,repaired,png_pipe,png,,0.0,167.5,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\FROM [124364]\Season 04\FROM - S04E04 - Of Myths and Monsters.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\FROM [124364]\Season 04\FROM - S04E04 - Of Myths and Monsters.mp4,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E03 - Halloween 5 - The Mummy.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E03 - Halloween 5 - The Mummy.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1272.407075,246.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E12 - The List.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E12 - The List.mp4,repaired,repaired,png_pipe,png,,0.0,66.6,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E12 - The List.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Ghosts [126027]\Season 05\Ghosts - S05E12 - The List.mp4,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E13 - St. Hetty's Day 2 - The Help.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E13 - St. Hetty's Day 2 - The Help.mp4,repaired,repaired,png_pipe,png,,0.0,62.9,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E13 - St. Hetty's Day 2 - The Help.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Ghosts [126027]\Season 05\Ghosts - S05E13 - St. Hetty's Day 2 - The Help.mp4,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E16 - Woodstone Royale.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E16 - Woodstone Royale.mp4,repaired,repaired,png_pipe,png,,0.0,120.1,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E16 - Woodstone Royale.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Ghosts [126027]\Season 05\Ghosts - S05E16 - Woodstone Royale.mp4,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E17 - The Investor.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E17 - The Investor.mp4,repaired,repaired,png_pipe,png,,0.0,77.4,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E17 - The Investor.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Ghosts [126027]\Season 05\Ghosts - S05E17 - The Investor.mp4,
C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E18 - Under New Management.mp4,TV/Ghosts [126027]/Season 05/Ghosts - S05E18 - Under New Management.mp4,repaired,repaired,png_pipe,png,,0.0,142.8,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Ghosts [126027]\Season 05\Ghosts - S05E18 - Under New Management.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Ghosts [126027]\Season 05\Ghosts - S05E18 - Under New Management.mp4,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E02 - Number One Fan.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E02 - Number One Fan.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1261.261497,385.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E03 - No New Tricks.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E03 - No New Tricks.mp4,ok,none,mpegts,h264,aac,2255.191644,536.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E04 - Who's Making Dinner -.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E04 - Who's Making Dinner -.mp4,repaired,repaired,png_pipe,png,,0.0,345.7,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E04 - Who's Making Dinner -.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Hacks [124101]\Season 05\Hacks - S05E04 - Who's Making Dinner -.mp4,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E05 - D'Amazing Race.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E05 - D'Amazing Race.mp4,repaired,repaired,png_pipe,png,,0.0,345.7,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E05 - D'Amazing Race.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Hacks [124101]\Season 05\Hacks - S05E05 - D'Amazing Race.mp4,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E06 - QuikScribbl.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E06 - QuikScribbl.mp4,repaired,repaired,png_pipe,png,,0.0,108.2,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E06 - QuikScribbl.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Hacks [124101]\Season 05\Hacks - S05E06 - QuikScribbl.mp4,
C:\X1_Share\Recordings\TV\Hacks [124101]\Season 05\Hacks - S05E07 - Montecito.mp4,TV/Hacks [124101]/Season 05/Hacks - S05E07 - Montecito.mp4,ok,none,mpegts,h264,aac,2243.991744,287.5,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Happy's Place [253896]\Season 02\Happy's Place - S02E14 - Borrowin' Trouble.mp4,TV/Happy's Place [253896]/Season 02/Happy's Place - S02E14 - Borrowin' Trouble.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1281.323537,406.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Happy's Place [253896]\Season 02\Happy's Place - S02E18 - Couples Counseling.mp4,TV/Happy's Place [253896]/Season 02/Happy's Place - S02E18 - Couples Counseling.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,1297.020227,384.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E01 - Rookies.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E01 - Rookies.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2960.892517,447.0,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E02 - Olympians.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E02 - Olympians.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2613.661315,337.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E03 - Hunter.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E03 - Hunter.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2613.693989,423.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E04 - Rose.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E04 - Rose.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2613.693989,424.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E05 - I'll Believe in Anything.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E05 - I'll Believe in Anything.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2960.915867,468.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Heated Rivalry [301507]\Season 01\Heated Rivalry - S01E06 - The Cottage.mp4,TV/Heated Rivalry [301507]/Season 01/Heated Rivalry - S01E06 - The Cottage.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3110.899033,593.2,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\High Potential [226637]\Season 02\High Potential - S02E01 - Pawns.ts,TV/High Potential [226637]/Season 02/High Potential - S02E01 - Pawns.ts,repaired,repaired,mpegts,h264,aac,3651.648,1853.9,not mp4 container,C:\X1_Share\Recordings\TV\High Potential [226637]\Season 02\High Potential - S02E01 - Pawns.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\High Potential [226637]\Season 02\High Potential - S02E01 - Pawns.ts,
C:\X1_Share\Recordings\TV\High Potential [226637]\Season 02\High Potential - S02E07 - The One That Got Away (1).mp4,TV/High Potential [226637]/Season 02/High Potential - S02E07 - The One That Got Away (1).mp4,ok,none,mpegts,h264,aac,2474.096622,1150.6,ffprobe passed and file is TV-safe enough,,,
