path,relative_path,status,action,container,video_codec,audio_codec,duration,size_mb,reason,repaired_path,backup_path,error
C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 02\The Curse of Oak Island - S02E08 - X Marks the Spot.ts,TV/The Curse of Oak Island [60603]/Season 02/The Curse of Oak Island - S02E08 - X Marks the Spot.ts,repaired,repaired,mpegts,h264,aac,1263.055999,881.3,not mp4 container,C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 02\The Curse of Oak Island - S02E08 - X Marks the Spot.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Curse of Oak Island [60603]\Season 02\The Curse of Oak Island - S02E08 - X Marks the Spot.ts,
C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E10 - Boulder and Wiser.ts,TV/The Curse of Oak Island [60603]/Season 13/The Curse of Oak Island - S13E10 - Boulder and Wiser.ts,repaired,repaired,mpegts,h264,aac,10.7587,4.5,not mp4 container,C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E10 - Boulder and Wiser.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E10 - Boulder and Wiser.ts,
C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E16 - Raising the Stakes.mp4,TV/The Curse of Oak Island [60603]/Season 13/The Curse of Oak Island - S13E16 - Raising the Stakes.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",hevc,aac,2499.6045,133.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E17 - The Missing Links.mp4,TV/The Curse of Oak Island [60603]/Season 13/The Curse of Oak Island - S13E17 - The Missing Links.mp4,repaired,repaired,png_pipe,png,,0.0,935.0,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E17 - The Missing Links.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E17 - The Missing Links.mp4,
C:\X1_Share\Recordings\TV\The Curse of Oak Island [60603]\Season 13\The Curse of Oak Island - S13E25 - Pure Gold.mp4,TV/The Curse of Oak Island [60603]/Season 13/The Curse of Oak Island - S13E25 - Pure Gold.mp4,ok,none,mpegts,h264,aac,2525.606411,427.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Great Comic Relief Bake Off [86499]\Season 02\The Great Comic Relief Bake Off - S02E01 - Episode 1.mp4,TV/The Great Comic Relief Bake Off [86499]/Season 02/The Great Comic Relief Bake Off - S02E01 - Episode 1.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3477.141769,795.2,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 01\The Hunting Party - S01E08 - Denise Glenn.mp4,TV/The Hunting Party [247723]/Season 01/The Hunting Party - S01E08 - Denise Glenn.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2538.869841,619.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E05 - Noah Cyrus.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E05 - Noah Cyrus.mp4,repaired,repaired,png_pipe,png,,0.0,278.9,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E05 - Noah Cyrus.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E05 - Noah Cyrus.mp4,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E06 - Lou Kaplan.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E06 - Lou Kaplan.mp4,ok,none,mpegts,h264,aac,2522.144622,292.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E07 - Sidney Fairfax.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E07 - Sidney Fairfax.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2517.855782,477.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E08 - Elliot Carr.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E08 - Elliot Carr.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2516.160726,619.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E09 - Colette Akins.ts,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E09 - Colette Akins.ts,repaired,repaired,mpegts,h264,aac,3829.5007,586.2,not mp4 container,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E09 - Colette Akins.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E09 - Colette Akins.ts,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E10 - Byron May.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E10 - Byron May.mp4,repaired,repaired,png_pipe,png,,0.0,272.6,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E10 - Byron May.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E10 - Byron May.mp4,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E11 - Dylan Miles.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E11 - Dylan Miles.mp4,repaired,repaired,png_pipe,png,,0.0,325.9,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E11 - Dylan Miles.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E11 - Dylan Miles.mp4,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E12 - Nancy Albright.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E12 - Nancy Albright.mp4,repaired,repaired,png_pipe,png,,0.0,316.6,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E12 - Nancy Albright.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E12 - Nancy Albright.mp4,
C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E13 - Xander Wax.mp4,TV/The Hunting Party [247723]/Season 02/The Hunting Party - S02E13 - Xander Wax.mp4,repaired,repaired,png_pipe,png,,0.0,295.8,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E13 - Xander Wax.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Hunting Party [247723]\Season 02\The Hunting Party - S02E13 - Xander Wax.mp4,
C:\X1_Share\Recordings\TV\The Inspector Lynley Mysteries [1167]\Season 01\The Inspector Lynley Mysteries - S01E01 - Well-Schooled in Murder.mp4,TV/The Inspector Lynley Mysteries [1167]/Season 01/The Inspector Lynley Mysteries - S01E01 - Well-Schooled in Murder.mp4,ok,none,mpegts,h264,aac,5169.16,1368.1,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Inspector Lynley Mysteries [1167]\Season 01\The Inspector Lynley Mysteries - S01E02 - Payment in Blood.mp4,TV/The Inspector Lynley Mysteries [1167]/Season 01/The Inspector Lynley Mysteries - S01E02 - Payment in Blood.mp4,ok,none,mpegts,h264,aac,5343.16,1290.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Inspector Lynley Mysteries [1167]\Season 01\The Inspector Lynley Mysteries - S01E03 - For the Sake of Elena.mp4,TV/The Inspector Lynley Mysteries [1167]/Season 01/The Inspector Lynley Mysteries - S01E03 - For the Sake of Elena.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,5325.28,1420.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Inspector Lynley Mysteries [1167]\Season 01\The Inspector Lynley Mysteries - S01E04 - Missing Joseph.mp4,TV/The Inspector Lynley Mysteries [1167]/Season 01/The Inspector Lynley Mysteries - S01E04 - Missing Joseph.mp4,ok,none,mpegts,h264,aac,4758.042666,1026.1,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Last Frontier [221079]\Season 01\The Last Frontier - S01E01 - Blue Skies.mp4,TV/The Last Frontier [221079]/Season 01/The Last Frontier - S01E01 - Blue Skies.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3607.498594,496.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Last Frontier [221079]\Season 01\The Last Frontier - S01E02 - Wind of Change.mp4,TV/The Last Frontier [221079]/Season 01/The Last Frontier - S01E02 - Wind of Change.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3357.953741,410.8,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Last Frontier [221079]\Season 01\The Last Frontier - S01E03 - Country as F - - k.mp4,TV/The Last Frontier [221079]/Season 01/The Last Frontier - S01E03 - Country as F - - k.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3662.088707,673.3,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Last Frontier [221079]\Season 01\The Last Frontier - S01E04 - American Dream.mp4,TV/The Last Frontier [221079]/Season 01/The Last Frontier - S01E04 - American Dream.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3347.736961,317.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Last Frontier [221079]\Season 01\The Last Frontier - S01E05 - Arnaq.mp4,TV/The Last Frontier [221079]/Season 01/The Last Frontier - S01E05 - Arnaq.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3123.594739,330.7,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 07\The Masked Singer - S07E03 - Episode 03.ts,TV/The Masked Singer [84910]/Season 07/The Masked Singer - S07E03 - Episode 03.ts,repaired,repaired,mpegts,h264,,1561.663656,760.0,not mp4 container,C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 07\The Masked Singer - S07E03 - Episode 03.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Masked Singer [84910]\Season 07\The Masked Singer - S07E03 - Episode 03.ts,
C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 14\The Masked Singer - S14E08 - Ozzfest Night.ts,TV/The Masked Singer [84910]/Season 14/The Masked Singer - S14E08 - Ozzfest Night.ts,repaired,repaired,mpegts,h264,aac,1455.366666,1471.5,not mp4 container,C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 14\The Masked Singer - S14E08 - Ozzfest Night.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\The Masked Singer [84910]\Season 14\The Masked Singer - S14E08 - Ozzfest Night.ts,
C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 14\The Masked Singer - S14E09 - Care Bears Night.mp4,TV/The Masked Singer [84910]/Season 14/The Masked Singer - S14E09 - Care Bears Night.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2592.296333,571.9,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\The Masked Singer [84910]\Season 14\The Masked Singer - S14E11 - Semi-Finals.mp4,TV/The Masked Singer [84910]/Season 14/The Masked Singer - S14E11 - Semi-Finals.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2573.109111,429.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\This Hour Has 22 Minutes [70]\Season 20\This Hour Has 22 Minutes - S20E25 - Episode 25.ts,TV/This Hour Has 22 Minutes [70]/Season 20/This Hour Has 22 Minutes - S20E25 - Episode 25.ts,repaired,repaired,mpegts,h264,aac,1890.014667,722.4,not mp4 container,C:\X1_Share\Recordings\TV\This Hour Has 22 Minutes [70]\Season 20\This Hour Has 22 Minutes - S20E25 - Episode 25.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\This Hour Has 22 Minutes [70]\Season 20\This Hour Has 22 Minutes - S20E25 - Episode 25.ts,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E15 - A Third Act Surprise.mp4,TV/Watson [242867]/Season 02/Watson - S02E15 - A Third Act Surprise.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,575.579433,61.4,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E16 - Respect the Process. Respect the Quirks.mp4,TV/Watson [242867]/Season 02/Watson - S02E16 - Respect the Process. Respect the Quirks.mp4,repaired,repaired,png_pipe,png,,0.0,276.3,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E16 - Respect the Process. Respect the Quirks.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Watson [242867]\Season 02\Watson - S02E16 - Respect the Process. Respect the Quirks.mp4,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E17 - Unsolved Mysteries.mp4,TV/Watson [242867]/Season 02/Watson - S02E17 - Unsolved Mysteries.mp4,repaired,repaired,png_pipe,png,,0.0,238.8,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E17 - Unsolved Mysteries.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Watson [242867]\Season 02\Watson - S02E17 - Unsolved Mysteries.mp4,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E18 - Sic Semper Tyrannis.mp4,TV/Watson [242867]/Season 02/Watson - S02E18 - Sic Semper Tyrannis.mp4,repaired,repaired,png_pipe,png,,0.0,220.6,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E18 - Sic Semper Tyrannis.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Watson [242867]\Season 02\Watson - S02E18 - Sic Semper Tyrannis.mp4,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E19 - Rule of Three.mp4,TV/Watson [242867]/Season 02/Watson - S02E19 - Rule of Three.mp4,repaired,repaired,png_pipe,png,,0.0,213.4,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E19 - Rule of Three.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Watson [242867]\Season 02\Watson - S02E19 - Rule of Three.mp4,
C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E20 - The Cobalt Fissure.mp4,TV/Watson [242867]/Season 02/Watson - S02E20 - The Cobalt Fissure.mp4,repaired,repaired,png_pipe,png,,0.0,225.2,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Watson [242867]\Season 02\Watson - S02E20 - The Cobalt Fissure.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Watson [242867]\Season 02\Watson - S02E20 - The Cobalt Fissure.mp4,
C:\X1_Share\Recordings\TV\You [78191]\Season 01\You - S01E01 - Pilot.mp4,TV/You [78191]/Season 01/You - S01E01 - Pilot.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3385.237188,708.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\You [78191]\Season 01\You - S01E02 - The Last Nice Guy in New York.mp4,TV/You [78191]/Season 01/You - S01E02 - The Last Nice Guy in New York.mp4,ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,2864.669025,465.0,ffprobe passed and file is TV-safe enough,,,
"C:\X1_Share\Recordings\TV\You [78191]\Season 02\You - S02E04 - The Good, the Bad, & the Hendy.mp4","TV/You [78191]/Season 02/You - S02E04 - The Good, the Bad, & the Hendy.mp4",ok,none,"mov,mp4,m4a,3gp,3g2,mj2",h264,aac,3388.426009,423.3,ffprobe passed and file is TV-safe enough,,,
"C:\X1_Share\Recordings\TV\You [78191]\Season 02\You - S02E06 - Farewell, My Bunny.mp4","TV/You [78191]/Season 02/You - S02E06 - Farewell, My Bunny.mp4",ok,none,mpegts,h264,aac,2519.475289,372.6,ffprobe passed and file is TV-safe enough,,,
C:\X1_Share\Recordings\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E05 - Halfway to Invisible.mp4,TV/Your Friends & Neighbors [241609]/Season 02/Your Friends & Neighbors - S02E05 - Halfway to Invisible.mp4,repaired,repaired,png_pipe,png,,0.0,335.0,missing/zero duration; video codec png may not be TV-safe,C:\X1_Share\Recordings\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E05 - Halfway to Invisible.mp4,C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E05 - Halfway to Invisible.mp4,
"C:\X1_Share\Recordings\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E06 - For Everything Else, There Was Bowling.mp4","TV/Your Friends & Neighbors [241609]/Season 02/Your Friends & Neighbors - S02E06 - For Everything Else, There Was Bowling.mp4",repaired,repaired,png_pipe,png,,0.0,103.9,missing/zero duration; video codec png may not be TV-safe,"C:\X1_Share\Recordings\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E06 - For Everything Else, There Was Bowling.mp4","C:\X1_Share\Recordings\_MediaRenamer_Originals\20260511_231006\TV\Your Friends & Neighbors [241609]\Season 02\Your Friends & Neighbors - S02E06 - For Everything Else, There Was Bowling.mp4",
